order_id,participant,zone,type,side,hour,quantity_mw,price,mar,parent_id,exclusive_group,cross_border
ML_BAL_DAY,EDM,ML,block,sell,13,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,14,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,15,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,16,90,215.0,1.0,ML_BAL_PK,,
ML_BAL_DAY,EDM,ML,block,sell,17,90,215.0,1.0,ML_BAL_PK,,
ML_SIR_PK,EDM,ML,block,sell,18,60,250.0,1.0,,,
ML_SIR_PK,EDM,ML,block,sell,19,60,250.0,1.0,,,
ML_SIR_PK,EDM,ML,block,sell,20,60,250.0,1.0,,,
ML_SIR_PK,EDM,ML,block,sell,21,60,250.0,1.0,,,
ML_SIR_PK,EDM,ML,block,sell,22,60,250.0,1.0,,,
ML_SIR_PK,EDM,ML,block,sell,23,60,250.0,1.0,,,
ML_SIR_DAY,EDM,ML,block,sell,7,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,8,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,9,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,10,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,11,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,12,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,13,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,14,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,15,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,16,60,225.0,1.0,ML_SIR_PK,,
ML_SIR_DAY,EDM,ML,block,sell,17,60,225.0,1.0,ML_SIR_PK,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,1,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,2,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,3,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,4,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,5,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,6,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,7,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,8,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,9,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,10,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,11,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,12,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,13,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,14,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,15,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,16,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,17,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,18,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,19,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,20,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,21,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,22,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,23,50,300.0,0.5,,,
ML_AGG_24H,ML_IPP_LOC,ML,block,sell,24,50,300.0,0.5,,,
ML_MINES,ML_IND_MINES,ML,block,buy,1,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,2,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,3,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,4,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,5,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,6,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,7,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,8,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,9,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,10,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,11,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,12,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,13,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,14,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,15,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,16,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,17,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,18,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,19,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,20,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,21,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,22,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,23,60,250.0,1.0,,,
ML_MINES,ML_IND_MINES,ML,block,buy,24,60,250.0,1.0,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,1,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,2,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,3,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,4,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,5,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,6,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,7,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,8,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,9,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,10,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,11,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,12,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,13,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,14,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,15,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,16,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,17,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,18,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,19,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,20,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,21,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,22,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,23,300,52.0,0.6,,,
CI_AZI_BASE,CI_IPP_GAS,CI,block,sell,24,300,52.0,0.6,,,
CI_AZI_PK,CI_IPP_GAS,CI,block,sell,18,100,70.0,1.0,CI_AZI_BASE,,
CI_AZI_PK,CI_IPP_GAS,CI,block,sell,19,100,70.0,1.0,CI_AZI_BASE,,
CI_AZI_PK,CI_IPP_GAS,CI,block,sell,20,100,70.0,1.0,CI_AZI_BASE,,
CI_AZI_PK,CI_IPP_GAS,CI,block,sell,21,100,70.0,1.0,CI_AZI_BASE,,
CI_AZI_PK,CI_IPP_GAS,CI,block,sell,22,100,70.0,1.0,CI_AZI_BASE,,
CI_AZI_PK,CI_IPP_GAS,CI,block,sell,23,100,70.0,1.0,CI_AZI_BASE,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,1,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,2,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,3,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,4,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,5,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,6,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,7,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,8,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,9,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,10,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,11,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,12,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,13,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,14,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,15,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,16,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,17,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,18,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,19,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,20,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,21,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,22,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,23,250,55.0,0.6,,,
CI_CIP_BASE,CI_IPP_GAS,CI,block,sell,24,250,55.0,0.6,,,
CI_CIP_PK,CI_IPP_GAS,CI,block,sell,18,100,72.0,1.0,CI_CIP_BASE,,
CI_CIP_PK,CI_IPP_GAS,CI,block,sell,19,100,72.0,1.0,CI_CIP_BASE,,
CI_CIP_PK,CI_IPP_GAS,CI,block,sell,20,100,72.0,1.0,CI_CIP_BASE,,
CI_CIP_PK,CI_IPP_GAS,CI,block,sell,21,100,72.0,1.0,CI_CIP_BASE,,
CI_CIP_PK,CI_IPP_GAS,CI,block,sell,22,100,72.0,1.0,CI_CIP_BASE,,
CI_CIP_PK,CI_IPP_GAS,CI,block,sell,23,100,72.0,1.0,CI_CIP_BASE,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,1,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,2,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,3,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,4,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,5,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,6,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,7,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,8,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,9,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,10,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,11,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,12,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,13,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,14,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,15,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,16,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,17,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,18,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,19,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,20,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,21,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,22,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,23,200,58.0,0.5,,,
CI_ATK_BASE,CI_IPP_GAS,CI,block,sell,24,200,58.0,0.5,,,
CI_SOU_PK,CIE,CI,block,sell,18,275,35.0,1.0,,CI_SOU,
CI_SOU_PK,CIE,CI,block,sell,19,275,35.0,1.0,,CI_SOU,
CI_SOU_PK,CIE,CI,block,sell,20,275,35.0,1.0,,CI_SOU,
CI_SOU_PK,CIE,CI,block,sell,21,275,35.0,1.0,,CI_SOU,
CI_SOU_PK,CIE,CI,block,sell,22,275,35.0,1.0,,CI_SOU,
CI_SOU_PK,CIE,CI,block,sell,23,275,35.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,10,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,11,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,12,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,13,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,14,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,15,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,16,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,17,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,18,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,19,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,20,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,21,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,22,200,34.0,1.0,,CI_SOU,
CI_SOU_12H,CIE,CI,block,sell,23,200,34.0,1.0,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,1,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,2,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,3,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,4,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,5,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,6,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,7,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,8,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,9,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,10,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,11,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,12,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,13,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,14,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,15,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,16,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,17,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,18,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,19,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,20,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,21,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,22,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,23,120,33.0,0.8,,CI_SOU,
CI_SOU_FLAT,CIE,CI,block,sell,24,120,33.0,0.8,,CI_SOU,
CI_KOS_PK,CIE,CI,block,sell,18,150,36.0,1.0,,CI_KOS,
CI_KOS_PK,CIE,CI,block,sell,19,150,36.0,1.0,,CI_KOS,
CI_KOS_PK,CIE,CI,block,sell,20,150,36.0,1.0,,CI_KOS,
CI_KOS_PK,CIE,CI,block,sell,21,150,36.0,1.0,,CI_KOS,
CI_KOS_PK,CIE,CI,block,sell,22,150,36.0,1.0,,CI_KOS,
CI_KOS_PK,CIE,CI,block,sell,23,150,36.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,12,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,13,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,14,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,15,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,16,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,17,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,18,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,19,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,20,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,21,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,22,100,35.0,1.0,,CI_KOS,
CI_KOS_12H,CIE,CI,block,sell,23,100,35.0,1.0,,CI_KOS,
CI_OCGT_4H,CIE,CI,block,sell,19,150,140.0,1.0,,CI_OCGT,
CI_OCGT_4H,CIE,CI,block,sell,20,150,140.0,1.0,,CI_OCGT,
CI_OCGT_4H,CIE,CI,block,sell,21,150,140.0,1.0,,CI_OCGT,
CI_OCGT_4H,CIE,CI,block,sell,22,150,140.0,1.0,,CI_OCGT,
CI_OCGT_6H,CIE,CI,block,sell,18,150,132.0,1.0,,CI_OCGT,
CI_OCGT_6H,CIE,CI,block,sell,19,150,132.0,1.0,,CI_OCGT,
CI_OCGT_6H,CIE,CI,block,sell,20,150,132.0,1.0,,CI_OCGT,
CI_OCGT_6H,CIE,CI,block,sell,21,150,132.0,1.0,,CI_OCGT,
CI_OCGT_6H,CIE,CI,block,sell,22,150,132.0,1.0,,CI_OCGT,
CI_OCGT_6H,CIE,CI,block,sell,23,150,132.0,1.0,,CI_OCGT,
CI_INDUS,CI_IND,CI,block,buy,1,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,2,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,3,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,4,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,5,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,6,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,7,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,8,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,9,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,10,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,11,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,12,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,13,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,14,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,15,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,16,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,17,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,18,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,19,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,20,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,21,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,22,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,23,100,150.0,1.0,,,
CI_INDUS,CI_IND,CI,block,buy,24,100,150.0,1.0,,,
GN_SOUA_FLAT,EDG,GN,block,sell,1,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,2,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,3,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,4,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,5,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,6,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,7,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,8,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,9,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,10,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,11,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,12,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,13,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,14,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,15,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,16,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,17,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,18,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,19,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,20,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,21,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,22,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,23,300,33.0,0.6,,GN_SOUA,
GN_SOUA_FLAT,EDG,GN,block,sell,24,300,33.0,0.6,,GN_SOUA,
GN_SOUA_PK,EDG,GN,block,sell,17,450,36.0,1.0,,GN_SOUA,
GN_SOUA_PK,EDG,GN,block,sell,18,450,36.0,1.0,,GN_SOUA,
GN_SOUA_PK,EDG,GN,block,sell,19,450,36.0,1.0,,GN_SOUA,
GN_SOUA_PK,EDG,GN,block,sell,20,450,36.0,1.0,,GN_SOUA,
GN_SOUA_PK,EDG,GN,block,sell,21,450,36.0,1.0,,GN_SOUA,
GN_SOUA_PK,EDG,GN,block,sell,22,450,36.0,1.0,,GN_SOUA,
GN_SOUA_PK,EDG,GN,block,sell,23,450,36.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,11,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,12,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,13,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,14,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,15,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,16,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,17,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,18,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,19,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,20,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,21,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,22,380,34.0,1.0,,GN_SOUA,
GN_SOUA_12H,EDG,GN,block,sell,23,380,34.0,1.0,,GN_SOUA,
GN_KAL_PK,EDG,GN,block,sell,18,80,38.0,1.0,,,
GN_KAL_PK,EDG,GN,block,sell,19,80,38.0,1.0,,,
GN_KAL_PK,EDG,GN,block,sell,20,80,38.0,1.0,,,
GN_KAL_PK,EDG,GN,block,sell,21,80,38.0,1.0,,,
GN_KAL_PK,EDG,GN,block,sell,22,80,38.0,1.0,,,
GN_KAL_PK,EDG,GN,block,sell,23,80,38.0,1.0,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,1,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,2,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,3,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,4,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,5,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,6,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,7,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,8,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,9,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,10,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,11,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,12,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,13,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,14,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,15,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,16,110,140.0,0.5,,,
GN_KPS_24H,GN_IPP_KPS,GN,block,sell,17,110,140.0,0.5,,,
